onb,nu1,nu2,exp_all,pv_all,exp,pv,kmin
TRUE,0.8,0.6,1.7755843812,0.2996,2.6555125051,0.6448,5
TRUE,0.8,0.6,1.7729292864,0.1264,2.4057298101,0.558,3
TRUE,0.8,0.6,1.7713181946,0.0632,2.5513409045,0.9272,4
TRUE,0.8,0.6,1.7745671565,0.0372,2.4242736445,0.7708,3
TRUE,0.8,0.6,1.769001296,0.0392,2.5766396574,0.5808,4
TRUE,0.8,0.6,1.7697439768,0.0584,2.5933073228,0.8888,5
TRUE,0.8,0.6,1.7758057549,0.0732,2.7098562036,0.874,6
TRUE,0.8,0.6,1.7746984255,0.0404,2.4358457869,0.0848,3
TRUE,0.8,0.6,1.7685104582,0.1844,2.1933081513,0.0464,2
TRUE,0.8,0.6,1.7682729365,0.0128,2.8083690464,0.8084,7
TRUE,0.8,0.6,1.7815634396,0.068,2.5525621582,0.8948,4
TRUE,0.8,0.6,1.7768243753,0.2988,2.749179914,0.954,6
TRUE,0.8,0.6,1.7708447481,0.1856,2.406007649,0.5988,3
TRUE,0.8,0.6,1.7758970308,0.2352,2.3856834246,0.7916,3
TRUE,0.8,0.6,1.7722752489,0.2612,2.7844465018,0.5424,6
TRUE,0.8,0.8,1.7709129803,0.0104,2.6927869543,0.8588,5
TRUE,0.8,0.8,1.7665252239,0.1164,2.450544324,0.8464,3
TRUE,0.8,0.8,1.7708233363,0.4764,2.3440151102,0.2368,3
TRUE,0.8,0.8,1.7658385256,0.0392,2.43197518,0.5328,3
TRUE,0.8,0.8,1.775844494,0.382,2.5194851677,0.2724,4
TRUE,0.8,0.8,1.7674550928,0.0016,2.7763225526,0.9364,5
TRUE,0.8,0.8,1.774056922,0.054,2.5302116857,0.6688,4
TRUE,0.8,0.8,1.7718218266,0.0576,2.667426919,0.3496,5
TRUE,0.8,0.8,1.777753952,0.0064,2.5448126748,0.6356,4
TRUE,0.8,0.8,1.771822684,0.0648,2.7608589754,0.9856,5
TRUE,0.8,0.8,1.7641860865,0.022,2.8118209038,0.6404,6
TRUE,0.8,0.8,1.7697174751,0.0048,2.6029041077,0.974,4
TRUE,0.8,0.8,1.7680823418,0.206,2.5429333191,0.8712,4
TRUE,0.8,0.8,1.7716698161,0.0164,2.6295451428,0.266,4
TRUE,0.8,0.8,1.7820468328,0.488,2.616448092,0.9456,5
TRUE,0.8,0.8,1.7771242538,0.0304,2.4231876895,0.9396,3
TRUE,0.8,0.8,1.7739192341,0.044,2.7196583959,0.996,5
TRUE,0.8,0.8,1.7760601452,0.468,2.8742571124,0.8852,7
TRUE,0.8,0.8,1.7673053474,0.1396,2.7788023622,0.8964,6
TRUE,0.8,0.8,1.7709239656,0.0824,2.7551700115,0.8728,6
TRUE,0.8,0.8,1.7653057868,0.0004,2.4526222939,0.4308,3
TRUE,0.8,0.8,1.7756925658,0.1096,2.635499451,0.8052,5
TRUE,0.8,0.8,1.7761095089,0.2916,2.3853049096,0.65,3
TRUE,0.8,0.8,1.7682248618,0.244,2.2210246174,0.0724,2
TRUE,0.8,0.8,1.7706825096,0.016,2.4230596531,0.3572,3
TRUE,0.8,0.8,1.7703579575,0.0084,2.4265963184,0.9384,3
TRUE,0.8,0.8,1.7707836379,0.2568,2.5571221654,0.6156,4
TRUE,0.8,0.8,1.7749682821,0.1016,2.6589666947,0.9892,6
TRUE,0.8,0.8,1.7873335385,0.1228,2.4160062289,0.9944,3
TRUE,0.8,0.8,1.7714985933,0.1584,2.7195342669,0.9416,6
TRUE,0.8,0.8,1.7696269739,0.0372,2.5815849402,0.9908,4
TRUE,0.8,0.8,1.7705904862,0.076,2.584071221,0.9932,5
TRUE,0.8,0.8,1.7647346084,0.0056,2.5669885635,0.9692,4
TRUE,0.8,0.8,1.7696661677,0.1624,2.5269696917,0.8852,4
TRUE,0.8,0.8,1.7661911572,0.006,2.4831812822,0.7732,3
TRUE,0.8,0.8,1.7684331053,0.0304,2.7377288324,0.9436,6
TRUE,0.8,0.8,1.7678923687,0.0036,2.476561023,0.4916,3
TRUE,0.8,0.8,1.7648641646,0.0116,2.5791848893,0.948,4
TRUE,0.8,0.8,1.7727240633,0.006,2.4386980017,0.9644,3
TRUE,0.8,0.8,1.7767149582,0.0232,2.4307971336,0.4284,3
TRUE,0.8,0.8,1.7662236127,0.402,2.2054748372,0.5444,2
TRUE,0.8,0.8,1.7767740326,0.0672,2.6708979812,0.8892,5
TRUE,0.8,0.8,1.771523175,0.092,2.4420202066,0.5796,3
TRUE,0.8,0.8,1.7680506162,0.0104,2.7238641988,0.954,5
TRUE,0.8,0.8,1.7660650467,0.008,2.6041071647,0.66,4
TRUE,0.8,0.8,1.7672904816,0.314,2.3908678431,0.4424,3
TRUE,0.8,0.8,1.7705754783,0.0028,2.5874252578,0.9348,4
TRUE,0.8,0.8,1.7661042019,0.0008,2.6282563334,0.7904,4
TRUE,0.8,0.8,1.7769641993,0.2108,2.8149201517,0.9712,7
TRUE,0.8,0.8,1.7723686024,0.1256,2.6986940839,0.6184,5
TRUE,0.8,0.8,1.7741842757,0.016,2.4262615795,0.3144,3
TRUE,0.8,0.8,1.769035762,0.0028,2.4353374793,0.676,3
TRUE,0.8,0.8,1.7706319828,0.0824,2.5961963866,0.6088,4
TRUE,0.8,0.8,1.7677767056,0.03,2.6211561374,0.5784,4
TRUE,0.8,0.8,1.7718805153,0.0352,2.5755254925,0.9704,4
TRUE,0.8,0.8,1.7715170439,0.022,2.7131946816,0.9932,6
TRUE,0.8,0.8,1.7717857914,0.3724,2.5144516956,0.8044,4
TRUE,0.8,0.8,1.7699881608,0.0208,2.7792183465,0.66,8
TRUE,0.8,0.8,1.7755735822,0.0172,2.5407936922,0.842,4
TRUE,0.8,0.8,1.7719142097,0.0052,2.4113787046,0.9328,3
TRUE,0.8,0.8,1.7740577611,0.2196,2.7127394047,0.79,5
TRUE,0.8,0.8,1.7711423459,0.1044,2.7480308233,0.9456,6
TRUE,0.8,0.8,1.7715453038,0.0704,2.5978896126,0.922,4
TRUE,0.8,0.8,1.7733805831,0.124,2.7948021317,0.8696,7
TRUE,0.8,0.8,1.7748040914,0.398,2.5313845552,0.2236,4
TRUE,0.8,0.8,1.7673887166,0.0476,2.7340636517,0.5988,5
TRUE,0.8,0.8,1.7680212377,0.0376,2.447804633,0.186,3
TRUE,0.8,0.8,1.7733824839,0.4244,2.978574636,0.3292,8
TRUE,0.8,0.8,1.775530727,0.3372,2.7493819008,0.7596,6
TRUE,0.8,0.8,1.7653705955,0.002,2.751261507,0.844,5
TRUE,0.8,0.8,1.7719607998,0.2068,2.401798581,0.3272,3
TRUE,0.8,0.8,1.7698028193,0.146,2.6892470698,0.9804,6
TRUE,0.8,0.8,1.7706021947,0.0056,2.4254074603,0.2944,3
TRUE,0.8,0.8,1.7759496279,0.0612,2.2611763871,0.5652,2
TRUE,0.8,0.8,1.7770114506,0.01,2.5546836361,0.278,4
TRUE,0.8,0.8,1.7683945251,0.1588,2.6020890197,0.266,4
TRUE,0.8,0.8,1.7672133811,0.3332,2.4051007867,0.2972,3
TRUE,0.8,0.8,1.7697268711,0.066,2.7929318233,0.9252,11
TRUE,0.8,0.8,1.7757734221,0.0152,2.6027554616,0.376,4
TRUE,0.8,0.8,1.7704663521,0.0172,2.4752001055,0.912,3
TRUE,0.8,0.8,1.7732793899,0.0908,2.7637161582,0.7788,6
TRUE,0.8,0.8,1.7726716416,0.26,2.5554628815,0.5056,4
TRUE,0.8,0.8,1.769029651,0.1792,2.3779678614,0.8004,3
TRUE,0.8,0.8,1.7755252215,0.1504,2.651285901,0.8792,5
TRUE,0.8,0.8,1.7691280038,0.2064,2.383915136,0.6664,3
TRUE,0.8,0.8,1.7707028682,0.2312,2.6405208233,0.6584,5
TRUE,0.8,0.8,1.7781185391,0.2792,2.6354487157,0.8912,5
TRUE,0.8,0.8,1.7696677948,0.0516,2.3919764424,0.3424,3
TRUE,0.8,0.8,1.7703105187,0.0744,2.4476881611,0.8216,3
TRUE,0.8,0.8,1.7699164754,0.0396,2.4414537009,0.1372,3
TRUE,0.8,0.8,1.776496135,0.024,2.3926203259,0.7188,3
TRUE,0.8,0.8,1.7761079596,0.1436,2.8079387154,0.2868,6
TRUE,0.8,0.8,1.7681766867,0.1652,2.5161188991,0.5668,4
TRUE,0.8,0.8,1.7784367569,0.4316,2.3700387595,0.3048,3
TRUE,0.8,0.8,1.7738464135,0.2232,2.3892954781,0.7912,3
TRUE,0.8,0.8,1.7714456893,0.0556,2.4445395098,0.846,3
TRUE,0.8,0.8,1.7685630642,0.0632,2.4619481313,0.3332,3
TRUE,0.8,0.8,1.7737596466,0.0676,2.4277841832,0.678,3
TRUE,0.8,0.8,1.7792229703,0.0552,2.5421913546,0.9632,4
TRUE,0.8,0.8,1.7711246155,0.086,2.3900245515,0.6108,3
TRUE,0.8,1,1.7824083923,0.3664,2.594569978,0.9916,5
TRUE,0.8,1,1.769379159,0.0516,2.4279559737,0.2868,3
TRUE,0.8,1,1.7672204198,0.02,2.6993931339,0.9172,5
TRUE,0.8,1,1.7757645629,0.258,2.6833981406,0.9888,6
TRUE,0.8,1,1.771094995,0.0736,2.4371378995,0.49,3
TRUE,0.8,1,1.7640910357,0.0008,2.5899577857,0.6484,4
TRUE,0.8,1,1.774544964,0.2752,2.4232054736,0.476,3
TRUE,0.8,1,1.7713355904,0.0544,2.4449991529,0.7476,3
TRUE,0.8,1,1.7736805921,0.2344,2.3885654205,0.706,3
TRUE,0.8,1,1.7710882433,0.0012,2.480718262,0.7772,3
TRUE,0.8,1,1.7714535055,0.1536,2.5569888914,0.7804,4
TRUE,0.8,1,1.7776815355,0.0388,2.4082037774,0.8416,3
TRUE,0.8,1,1.7675502637,0.078,2.4329132944,0.934,3
TRUE,0.8,1,1.7682634253,0.072,2.4461519449,0.5604,3
TRUE,0.8,1,1.7672743941,0.0184,2.6888130746,0.966,5
TRUE,0.8,1,1.7693655786,0.0292,2.4335248587,0.8028,3
TRUE,0.8,1,1.7729757197,0.0968,2.5499982139,0.8924,4
TRUE,0.8,1,1.7740782241,0.0328,2.6144485972,0.8012,4
TRUE,0.8,1,1.7679435154,0.044,2.3984891,0.4116,3
TRUE,0.8,1,1.7678800181,0.0128,2.7191044465,0.5204,5
TRUE,0.8,1,1.7693212718,0.0088,2.7274981795,0.5444,7
TRUE,0.8,1,1.771130597,0.0228,2.5899234707,0.87,4
TRUE,0.8,1,1.7669345068,0.0332,2.6547798905,0.8108,5
TRUE,0.8,1,1.7711365703,0.0512,2.4334753248,0.826,3
TRUE,0.8,1,1.7692124688,0.0656,2.4668131876,0.8656,3
TRUE,0.8,1,1.7761694695,0.2544,2.6658865745,0.2088,5
TRUE,0.8,1,1.7644606241,0.0028,2.5834329556,0.7936,4
TRUE,0.8,1,1.7721808715,0.4472,3.0767181859,0.3016,14
TRUE,0.8,1,1.7753871672,0.1608,2.7503818441,0.872,6
TRUE,0.8,1,1.7700327649,0.0944,2.5545932216,0.3636,4
TRUE,0.8,1,1.7696916723,0.028,2.7289968284,0.3772,5
TRUE,0.8,1,1.7761951733,0.1672,2.3999855393,0.8172,3
TRUE,0.8,1,1.771771455,0.0064,2.4304026954,0.9364,3
TRUE,0.8,1,1.7802789125,0.7132,2.7490114851,0.4516,6
TRUE,0.8,1,1.7752719453,0.0452,2.2160653522,0.11,2
TRUE,0.8,1,1.7699764674,0.1024,2.531687476,0.5192,4
TRUE,0.8,1,1.7684009337,0.0796,2.5421763087,0.9528,4
TRUE,0.8,1,1.7684687794,0.0492,2.739812206,0.5684,5
TRUE,0.8,1,1.7721563541,0.1864,2.402510118,0.4468,3
TRUE,0.8,1,1.7677431456,0.1996,2.5521071779,0.794,4
TRUE,0.8,1,1.7767939552,0.0432,2.6828933131,0.7004,5
TRUE,0.8,1,1.7761239517,0.0752,2.1869472367,0.1528,2
TRUE,0.8,1,1.7751371386,0.0652,2.5718440695,0.1772,4
TRUE,0.8,1,1.7734090767,0.0356,2.5976131513,0.9428,5
TRUE,0.8,1,1.7738372638,0.0056,2.4452638325,0.9264,3
TRUE,0.8,1,1.7735655138,0.0032,2.531416501,0.6452,8
TRUE,0.8,1,1.7712075316,0.0532,2.5972062398,0.842,4
TRUE,0.8,1,1.7644087944,0.0748,2.4341333361,0.9128,3
TRUE,0.8,1,1.7666395742,0.0248,2.4162264125,0.5116,3
TRUE,0.8,1,1.7787597189,0.0564,2.6085603053,0.964,5
TRUE,0.8,1,1.7722390034,0.5108,2.3793854812,0.1096,3
TRUE,0.8,1,1.7746677924,0.1708,2.2223348888,0.5424,2
TRUE,0.8,1,1.7760904491,0.0708,2.3704145699,0.6836,3
TRUE,0.8,1,1.770424986,0.0164,2.5695322486,0.452,4
TRUE,0.8,1,1.7754025705,0.048,2.4385386758,0.4944,3
TRUE,0.8,1,1.7677441626,0.0356,2.5689358297,0.7772,4
TRUE,0.8,1,1.7764076769,0.2784,2.4920083921,0.742,4
TRUE,0.8,1,1.7809998739,0.3968,2.5056763741,0.3412,4
TRUE,0.8,1,1.7594421555,0.1436,2.3978583057,0.2364,3
TRUE,0.8,1,1.7720919742,0.0988,2.7196827868,0.9024,7
TRUE,0.8,1,1.7658287856,0.0776,2.7557583347,0.912,6
TRUE,0.8,1,1.7669971193,0.1428,2.3970767268,0.2588,3
TRUE,0.8,1,1.7778469774,0.0544,2.5167226801,0.6568,4
TRUE,0.8,1,1.7768148235,0.1456,2.5514666731,0.9432,4
TRUE,0.8,1,1.7732896887,0.234,2.3599640507,0.7116,3
TRUE,0.8,1,1.7630709382,0.0072,2.5582421635,0.7836,4
TRUE,0.8,1,1.768222918,0.0016,2.5849245961,0.8148,4
TRUE,0.8,1,1.7765990758,0.124,2.7554088089,0.8156,6
TRUE,0.8,1,1.7669003955,0.0176,2.4405539437,0.7316,3
TRUE,0.8,1,1.7740225943,0.1144,2.5524809816,0.8908,4
TRUE,0.8,1,1.77557715,0.16,2.5292352626,0.988,4
TRUE,0.8,1,1.7746701884,0.0312,2.5460511984,0.8332,4
TRUE,0.8,1,1.7753489976,0.482,2.7327051305,0.5752,6
TRUE,0.8,1,1.7741470725,0.0048,2.6111288766,0.416,4
TRUE,0.8,1,1.7725237646,0.0852,2.4221022648,0.8228,3
TRUE,0.8,1,1.782958858,0.0664,2.5837591124,0.2336,4
TRUE,0.8,1,1.77757213,0.2488,2.3738008968,0.9284,3
TRUE,0.8,1,1.777468153,0.1192,2.7278418737,0.8784,6
TRUE,0.8,1,1.7714533212,0.2492,3.0089190089,0.3756,11
TRUE,0.8,1,1.7688834225,0.0356,2.3983473529,0.3112,3
TRUE,0.8,1,1.7689962859,0.0168,2.5816356793,0.7076,4
TRUE,0.8,1,1.7738360641,0.2764,2.6187948005,0.8228,5
TRUE,0.8,1,1.7754452918,0.298,2.8144278737,0.8748,8
TRUE,0.8,1,1.7722983108,0.0684,2.6486804028,0.8816,5
TRUE,0.8,1,1.7711235167,0.0272,2.6014685215,0.8832,5
TRUE,0.8,1,1.7682105909,0.108,2.4207053677,0.8288,3
TRUE,0.8,1,1.7641067085,0.0392,2.5526438301,0.76,4
TRUE,0.8,1,1.7767546529,0.28,2.4027300787,0.4488,3
TRUE,0.8,1,1.7726298421,0.1568,2.5537904704,0.6704,4
TRUE,0.8,1,1.7719779431,0.1044,2.7224216536,0.7884,5
TRUE,0.8,1,1.7664545429,0.0068,2.6309023191,0.674,4
TRUE,0.8,1,1.773273629,0.0256,2.5707398144,0.8436,4
TRUE,0.8,1,1.7820706577,0.1012,2.5213990343,0.9488,4
TRUE,0.8,1,1.7736434721,0.2028,2.556894033,0.9628,4
TRUE,0.8,1,1.766257116,0.4624,2.8194288216,0.9264,6
TRUE,0.8,1,1.7752664316,0.0728,2.8077946799,0.8144,6
TRUE,0.8,1,1.7683885086,0.0028,2.4438157507,0.8948,3
TRUE,0.8,1,1.7679073152,0.1084,2.8074013967,0.6308,6
TRUE,0.8,1,1.7711789219,0.012,2.6980009529,0.7508,5
TRUE,0.8,1,1.778391295,0.6696,2.1795896887,0.0744,2
TRUE,1,0,1.7453247498,0.0036,2.4245218324,0.9048,3
TRUE,1,0,1.7591122344,0.0744,2.3542857945,0.7448,3
TRUE,1,0,1.7511651308,0.1112,2.3690541859,0.7208,3
TRUE,1,0,1.7601606977,0.3376,2.7092498966,0.7544,6
TRUE,1,0,1.7494776916,0.0196,2.5674297461,0.918,5
TRUE,1,0,1.7434801401,0.032,2.7003294193,0.9952,6
TRUE,1,0,1.7550534668,0.2104,2.3335204668,0.4504,3
TRUE,1,0,1.7585046538,0.3772,2.4388476976,0.5652,4
TRUE,1,0,1.7588843098,0.1304,2.6493792187,0.8968,8
TRUE,1,0,1.7543633971,0.1928,2.3353700089,0.3504,3
TRUE,1,0,1.7501427001,0.0328,2.4793001229,0.7856,4
TRUE,1,0,1.7536444299,0.3856,2.329077582,0.4392,3
TRUE,1,0,1.7514038323,0.2268,2.350063929,0.1228,3
TRUE,1,0,1.7584491491,0.032,2.3318933337,0.4632,3
TRUE,1,0,1.7563867519,0.0184,2.5170218027,0.8816,4
TRUE,1,0,1.7515602148,0.0236,2.4837081852,0.9,4
TRUE,1,0,1.7529551252,0.0008,2.4561707242,0.4056,3
TRUE,1,0,1.7558616027,0.0672,2.5852678922,0.9512,5
TRUE,1,0,1.7601202747,0.0824,2.463978668,0.4876,4
TRUE,1,0,1.7536340792,0.0512,2.4775188766,0.6592,4
TRUE,1,0,1.7560950113,0.1196,2.3313899038,0.6592,3
TRUE,1,0,1.7456882963,0.0016,2.5405642134,0.9932,4
TRUE,1,0,1.7527801911,0.1468,2.4903496982,0.288,4
TRUE,1,0,1.7482563934,0.0348,2.3544804951,0.2668,3
TRUE,1,0,1.7539471681,0.1788,2.4623827048,0.7228,4
TRUE,1,0,1.7423841869,0.0168,2.537915312,0.8692,4
TRUE,1,0,1.7530428333,0.0684,2.4528424966,0.9356,4
TRUE,1,0,1.7557970194,0.0072,2.3741213238,0.7692,3
TRUE,1,0,1.7568104286,0.184,2.3531285636,0.4092,3
TRUE,1,0,1.7512233405,0.006,2.6193536985,0.7396,5
TRUE,1,0,1.7488619268,0.0844,2.3355570706,0.6576,3
TRUE,1,0,1.7516586808,0.2064,2.49122171,0.4356,4
TRUE,1,0,1.7551815133,0.0336,2.3776108305,0.982,3
TRUE,1,0,1.7559707326,0.0736,2.4826443367,0.9888,4
TRUE,1,0,1.752225046,0.2448,2.4530216701,0.4352,4
TRUE,1,0,1.7505126879,0.1576,2.4735961703,0.594,4
TRUE,1,0,1.7500155866,0.0044,2.5658362894,0.8348,6
TRUE,1,0,1.7540619961,0.2556,2.3367792565,0.1848,3
TRUE,1,0,1.7515567967,0.3852,2.1553026199,0.3696,2
TRUE,1,0,1.7569671839,0.0464,2.3844382321,0.5812,3
TRUE,1,0,1.752271103,0.0008,2.5284579087,0.3996,4
TRUE,1,0,1.7516978744,0.0284,2.6808847249,0.6332,5
TRUE,1,0,1.7500139896,0.0808,2.5014745354,0.548,4
TRUE,1,0,1.7468658316,0.2672,2.3887707939,0.292,3
TRUE,1,0,1.7528059396,0.0436,2.387602794,0.988,3
TRUE,1,0,1.75669796,0.102,2.4398181182,0.8284,4
TRUE,1,0,1.7536986224,0.0652,2.6443257497,0.6456,5
TRUE,1,0,1.7483036307,0.0228,2.6056223058,0.9748,5
TRUE,1,0,1.7497628935,0.044,2.4660844823,0.9488,4
TRUE,1,0,1.7464333867,0.0396,2.6248245627,0.5084,5
TRUE,1,0,1.7464495828,0.0032,2.5415206964,0.8884,4
TRUE,1,0,1.7526732671,0.1808,2.5707084632,0.8776,5
TRUE,1,0,1.7538897415,0.2692,2.4477634159,0.464,4
TRUE,1,0,1.748762138,0.0096,2.5282365928,0.7876,4
TRUE,1,0,1.7517654118,0.0352,2.5231628393,0.5984,4
TRUE,1,0,1.7477023246,0.2132,2.4989706731,0.7228,4
TRUE,1,0,1.7561715213,0.0716,2.6739292839,0.3908,5
TRUE,1,0,1.7532880212,0.0548,2.3306223764,0.3568,3
TRUE,1,0,1.7649816472,0.4304,2.5398211934,0.676,5
TRUE,1,0,1.7507878321,0.018,2.5034968504,0.8992,4
TRUE,1,0,1.7535536538,0.002,2.5842028651,0.7748,8
TRUE,1,0,1.7563095973,0.0164,2.5109882165,0.7852,4
TRUE,1,0,1.7525749878,0.0176,2.3884274282,0.5656,3
TRUE,1,0,1.7566881831,0.0348,2.6444743205,0.9512,6
TRUE,1,0,1.7539304053,0.1016,2.4851293111,0.9336,4
TRUE,1,0,1.7587941432,0.3984,2.3445446455,0.3548,3
TRUE,1,0,1.7473482207,0.0828,2.5258190413,0.7156,4
TRUE,1,0,1.7539277892,0.0152,2.4280261034,0.6624,3
TRUE,1,0,1.7492509875,0.042,2.7473160487,0.428,6
TRUE,1,0,1.7446887143,0.0124,2.3815498098,0.6808,3
TRUE,1,0,1.7462478986,0.0028,2.6858195848,0.8896,5
TRUE,1,0,1.7444237817,0.0176,2.7969620925,0.9452,6
TRUE,1,0,1.7547831641,0.0596,2.3597044204,0.2544,3
TRUE,1,0,1.7503196308,0.0812,2.6247829378,0.9348,5
TRUE,1,0,1.753000757,0.1496,2.332587689,0.6328,3
TRUE,1,0,1.7594343959,0.2024,2.4588000816,0.862,4
TRUE,1,0,1.7510599347,0.0644,2.6486486741,0.8708,5
TRUE,1,0,1.7483918202,0.0728,2.5041844169,0.5212,4
TRUE,1,0,1.748686354,0.0328,2.7241055645,0.9596,6
TRUE,1,0,1.7616222984,0.1632,2.3220669327,0.7576,3
TRUE,1,0,1.7592893396,0.2124,2.5010329527,0.4704,4
TRUE,1,0,1.7588838928,0.0536,2.6053227194,0.9992,6
TRUE,1,0,1.7569177693,0.0916,2.5629937917,0.7504,5
TRUE,1,0,1.7543492541,0.0512,2.5619543508,0.8832,5
TRUE,1,0,1.7618045654,0.3608,2.7123426601,0.546,8
TRUE,1,0,1.7484512097,0.0016,2.5411384985,0.6528,4
TRUE,1,0,1.7569533883,0.1592,2.4275512082,0.956,4
TRUE,1,0,1.7506212104,0.208,2.5184929195,0.6432,4
TRUE,1,0,1.7568342565,0.0772,2.4784883924,0.8296,4
TRUE,1,0,1.7549273939,0.0036,2.5577075809,0.8732,4
TRUE,1,0,1.7491556606,0.0556,2.508037265,0.4128,4
TRUE,1,0,1.7477984497,0.01,2.7305725194,0.908,6
TRUE,1,0,1.7559458009,0.1156,2.7054872853,0.942,6
TRUE,1,0,1.752203825,0.0356,2.5314804064,0.8896,4
TRUE,1,0,1.7554652622,0.0768,2.3374462107,0.5152,3
TRUE,1,0,1.7485268364,0.0044,2.5407780013,0.8952,4
TRUE,1,0,1.7552223177,0.2148,2.3479571524,0.5048,3
TRUE,1,0,1.7472145299,0.0132,2.517482103,0.7404,4
TRUE,1,0,1.7627978135,0.11,2.4806095871,0.9616,4
TRUE,1,0,1.7532372889,0.0156,2.5409678342,0.7928,4
TRUE,1,0.2,1.750655654,0.1336,2.3557160445,0.1336,3
TRUE,1,0.2,1.7554955648,0.0672,2.5158758698,0.88,4
TRUE,1,0.2,1.7495335758,0.014,2.628941704,0.9,5
TRUE,1,0.2,1.750256058,0.1344,2.3230186608,0.54,3
TRUE,1,0.2,1.7519782982,0.0312,2.39352081,0.3472,3
TRUE,1,0.2,1.7556963205,0.1168,2.4516285176,0.9684,4
TRUE,1,0.2,1.7515118887,0.0348,2.4113080997,0.802,3
TRUE,1,0.2,1.7565701508,0.0728,2.6836804092,0.5628,6
TRUE,1,0.2,1.7520906614,0.314,2.7116846132,0.5232,7
TRUE,1,0.2,1.7521453855,0.0604,2.5034114305,0.7416,4
TRUE,1,0.2,1.7508174339,0.2312,2.3703225704,0.602,3
TRUE,1,0.2,1.7519844679,0.1436,2.5795425592,0.9968,5
TRUE,1,0.2,1.7505968231,0.024,2.394307497,0.4576,3
TRUE,1,0.2,1.7480735452,0.0616,2.4916358764,0.652,4
TRUE,1,0.2,1.753389605,0.0896,2.5869988648,0.5932,5
TRUE,1,0.2,1.7470434147,0.0508,2.5075193447,0.636,4
TRUE,1,0.2,1.7576964922,0.0536,2.5985638659,0.6844,5
TRUE,1,0.2,1.7486943593,0.1,2.6650434647,0.6648,6
TRUE,1,0.2,1.7552081662,0.2272,2.3582160466,0.544,3
TRUE,1,0.2,1.7494949802,0.0892,2.5959414565,0.9688,6
TRUE,1,0.2,1.7452712025,0.0704,2.4967618895,0.4512,4
TRUE,1,0.2,1.7580804088,0.076,2.4004244731,0.5176,3
TRUE,1,0.2,1.7529614513,0.0764,2.5192000762,0.9268,4
TRUE,1,0.2,1.7532408852,0.0668,2.1513780018,0.3464,2
TRUE,1,0.2,1.7520746434,0.0604,2.6634433559,0.98,6
TRUE,1,0.2,1.7505463598,0.2024,2.4829984311,0.7264,4
TRUE,1,0.2,1.7554121776,0.3776,2.7941379413,0.8432,9
TRUE,1,0.2,1.7540435569,0.112,2.6445798726,0.9588,6
TRUE,1,0.2,1.7607214364,0.3292,2.7963222003,0.8356,7
TRUE,1,0.2,1.7554570156,0.0724,2.3488224095,0.1592,3
TRUE,1,0.2,1.7502976773,0.202,2.7457449411,0.6868,9
TRUE,1,0.2,1.7544814467,0.0836,2.386153995,0.9,3
TRUE,1,0.2,1.7551396532,0.008,2.4670650313,0.5852,4
TRUE,1,0.2,1.7524271325,0.004,2.4900231828,0.3336,4
TRUE,1,0.2,1.7542129936,0.0128,2.5356996683,0.972,4
TRUE,1,0.2,1.7537500899,0.1396,2.5697291057,0.4416,4
TRUE,1,0.2,1.7480696698,0.0052,2.5329466837,0.7504,4
TRUE,1,0.2,1.7516923326,0.3732,2.8397108528,0.732,8
TRUE,1,0.2,1.7611562158,0.044,2.375452983,0.6796,3
TRUE,1,0.2,1.7548502622,0.1252,2.4798381171,0.8112,4
TRUE,1,0.2,1.7480392999,0.0064,2.4352317206,0.8052,3
TRUE,1,0.2,1.755736481,0.07,2.5038502307,0.88,4
TRUE,1,0.2,1.7534599629,0.0148,2.4083060232,0.7764,3
TRUE,1,0.2,1.7564336313,0.17,2.48154109,0.9392,4
TRUE,1,0.2,1.7568787898,0.1288,2.3596573473,0.7948,3
TRUE,1,0.2,1.7570557387,0.1404,2.3485163596,0.3468,3
TRUE,1,0.2,1.7496791834,0.0376,2.6831868063,0.788,5
TRUE,1,0.2,1.7473883925,0.0264,2.797343957,0.714,6
TRUE,1,0.2,1.7465385936,0.0096,2.4908875852,0.5548,4
TRUE,1,0.2,1.7584156395,0.084,2.4966765038,0.6252,4
TRUE,1,0.2,1.7572719134,0.0708,2.371455307,0.8908,3
TRUE,1,0.2,1.7499068198,0.0464,2.5158131618,0.788,4
TRUE,1,0.2,1.7500767038,0.0276,2.3593222383,0.648,3
TRUE,1,0.2,1.7456956046,0.07,2.3774637032,0.618,3
TRUE,1,0.2,1.7591438699,0.1876,2.4476339357,0.9152,4
TRUE,1,0.2,1.7544916445,0.5488,2.8119677885,0.8832,8
TRUE,1,0.2,1.7494580593,0.0304,2.3617571288,0.7276,3
TRUE,1,0.2,1.7536809363,0.0188,2.6456795877,0.7184,5
TRUE,1,0.2,1.7492181847,0.07,2.6125552374,0.9468,5
TRUE,1,0.2,1.7494132072,0.0564,2.6709024873,0.5316,6
TRUE,1,0.2,1.7494362671,0.0672,2.5530867556,0.6184,5
TRUE,1,0.2,1.7532437641,0.0792,2.6053493701,0.966,5
TRUE,1,0.2,1.7543034792,0.2056,2.3476076315,0.6064,3
TRUE,1,0.2,1.761871594,0.2628,2.5950211226,0.9384,5
TRUE,1,0.2,1.7593171043,0.0728,2.4850576491,0.2732,4
TRUE,1,0.2,1.7596181122,0.4676,2.7420767621,0.7652,7
TRUE,1,0.2,1.7568304472,0.0884,2.3431291161,0.2584,3
