onb,nu1,nu2,exp_all,pv_all,exp,pv,kmin
TRUE,0.4,0.2,1.8108440673,0.0192,3.0551296772,0.8048,6
TRUE,0.4,0.2,1.8178911805,0,2.5668675342,0.1772,3
TRUE,0.4,0.2,1.8244727448,0.0076,2.6276868039,0.9664,3
TRUE,0.4,0.2,1.8179458154,0.0228,2.8427460424,0.8928,4
TRUE,0.4,0.2,1.8174722893,0.1108,2.8563064593,0.6312,5
TRUE,0.4,0.2,1.8272560352,0.3324,2.7375981135,0.9728,4
TRUE,0.4,0.2,1.8171576755,0.01,2.7649332554,0.8864,4
TRUE,0.4,0.2,1.8201524067,0.0244,2.7353574984,0.8224,4
TRUE,0.4,0.2,1.8193514688,0.1036,2.9542784733,0.4776,5
TRUE,0.4,0.2,1.8250500743,0.1176,2.4987234701,0.3824,3
TRUE,0.4,0.2,1.8110646514,0.1484,3.1738699287,0.598,6
TRUE,0.4,0.2,1.8132936204,0.124,2.5203175206,0.7784,3
TRUE,0.4,0.2,1.822258895,0.0364,2.7216648665,0.5308,4
TRUE,0.4,0.2,1.8188412203,0.046,2.7016843904,0.9688,4
TRUE,0.4,0.2,1.8241503491,0.1676,2.5447806158,0.5044,3
TRUE,0.4,0.2,1.8158694248,0.0784,2.8896582454,0.8324,5
TRUE,0.4,0.2,1.8144768844,0.0656,2.9419249741,0.816,5
TRUE,0.4,0.2,1.8138148216,0.0288,2.5930198291,0.3312,3
TRUE,0.4,0.2,1.8167791872,0.1152,2.5839192517,0.6984,3
TRUE,0.4,0.2,1.8250558104,0.21,2.5663617548,0.3852,3
TRUE,0.4,0.2,1.8071725983,0.0028,2.6160611827,0.6456,3
TRUE,0.4,0.2,1.8149073264,0.1612,2.5724401695,0.1904,3
TRUE,0.4,0.2,1.8123038255,0.0428,2.9556197033,0.9716,5
TRUE,0.4,0.2,1.8227922742,0.0248,2.5343308681,0.8912,3
TRUE,0.4,0.2,1.8212886953,0.0804,2.8352164677,0.9704,5
TRUE,0.4,0.2,1.8181176211,0.056,2.9100271679,0.9932,5
TRUE,0.4,0.2,1.8148695952,0.0392,2.8315615403,0.9176,5
TRUE,0.4,0.2,1.8142155284,0.008,2.56356936,0.756,3
TRUE,0.4,0.2,1.8152101831,0.0028,2.8220362116,0.9108,4
TRUE,0.4,0.2,1.8176582562,0.0764,2.7098411052,0.5084,4
TRUE,0.4,0.2,1.8114076471,0,2.8589629245,0.5776,4
TRUE,0.4,0.2,1.8155666738,0.022,2.5729328944,0.84,3
TRUE,0.4,0.2,1.8218948014,0.0212,2.5632981179,0.924,3
TRUE,0.4,0.2,1.822778572,0.0408,2.5226698443,0.662,3
TRUE,0.4,0.2,1.8265599871,0.3636,2.5273068502,0.7664,3
TRUE,0.4,0.2,1.8158923342,0.244,2.9418831092,0.1,6
TRUE,0.4,0.2,1.8216768837,0.0368,2.5044642782,0.8268,3
TRUE,0.4,0.2,1.8199536744,0.3992,2.5537371208,0.3992,3
TRUE,0.4,0.2,1.8166845989,0.456,2.5364451981,0.2344,3
TRUE,0.4,0.2,1.8171277588,0.0796,2.5848580353,0.7876,3
TRUE,0.4,0.2,1.8208157429,0.3584,2.7606282769,0.2632,4
TRUE,0.4,0.2,1.8104177053,0.036,2.5685074604,0.0936,3
TRUE,0.4,0.2,1.8172842795,0.0796,2.588741199,0.5456,3
TRUE,0.4,0.2,1.8181949408,0.0244,2.7570601611,0.4616,4
TRUE,0.4,0.2,1.8166597575,0.0168,2.5711126679,0.8996,3
TRUE,0.4,0.2,1.8240910863,0.0408,2.6729132664,0.9436,4
TRUE,0.4,0.2,1.8095552954,0.202,2.5593694831,0.1556,3
TRUE,0.4,0.2,1.8237242193,0.4636,2.6552827727,0.3272,4
TRUE,0.4,0.2,1.8207799349,0.0804,2.9044222901,0.9504,5
TRUE,0.4,0.2,1.8168822065,0.0004,2.5694245392,0.3812,3
TRUE,0.4,0.2,1.8198958054,0.0532,2.7519493172,0.9868,4
TRUE,0.4,0.2,1.8213570517,0.1372,2.9543635778,0.7512,7
TRUE,0.4,0.2,1.8168416604,0.0132,2.587459963,0.9464,3
TRUE,0.4,0.2,1.8267050016,0.1264,2.6492900178,0.806,4
TRUE,0.4,0.2,1.8322247015,0.0916,2.5931942555,0.33,3
TRUE,0.4,0.2,1.8179043373,0.02,2.5585461033,0.3164,3
TRUE,0.4,0.2,1.8143513348,0.0064,2.7742134445,0.9132,4
TRUE,0.4,0.2,1.8211140825,0.4092,2.7071854886,0.3632,4
TRUE,0.4,0.2,1.8157321602,0.1352,2.7094262408,0.6612,4
TRUE,0.4,0.2,1.8135430473,0.1504,3.0214220778,0.9612,6
TRUE,0.4,0.2,1.8215218065,0.1228,2.578743851,0.9012,3
TRUE,0.4,0.2,1.8106051619,0.0048,2.7378800081,0.9084,4
TRUE,0.4,0.2,1.8206907117,0.1076,2.5159759294,0.7404,3
TRUE,0.4,0.2,1.8181962465,0.166,3.1046525731,0.55,13
TRUE,0.4,0.2,1.82153487,0.0584,2.6993075568,0.7632,4
TRUE,0.4,0.2,1.8138194354,0.0124,2.5862203035,0.9424,3
TRUE,0.4,0.2,1.8141725743,0.0764,2.9273453142,0.942,6
TRUE,0.4,0.2,1.8193686995,0.1016,2.674463518,0.4912,4
TRUE,0.4,0.2,1.8177957035,0.072,2.32731244,0.5312,2
TRUE,0.4,0.2,1.8158417871,0.0288,2.7323893863,0.9184,4
TRUE,0.4,0.2,1.8130753991,0.004,2.7146557253,0.914,4
TRUE,0.4,0.2,1.8221507924,0.0044,2.7734595244,0.646,4
TRUE,0.4,0.2,1.8231630852,0.1064,2.7204609358,0.7344,4
TRUE,0.4,0.2,1.8209812939,0.104,2.7611832469,0.4864,4
TRUE,0.4,0.2,1.8158493989,0.0872,3.0186363885,0.6844,6
TRUE,0.4,0.2,1.8187367599,0.0804,3.3924970466,0.9624,8
TRUE,0.4,0.2,1.8131529133,0.0032,2.9734760364,0.9144,5
TRUE,0.4,0.2,1.8135737667,0.0096,2.9292077417,0.6724,5
TRUE,0.4,0.2,1.8215479999,0.2628,2.8089393293,0.4424,5
TRUE,0.4,0.2,1.8134467164,0.0264,2.8951996942,0.5772,5
TRUE,0.4,0.2,1.8159245917,0.1656,2.6605687529,0.6288,4
TRUE,0.4,0.2,1.8139506667,0.042,2.5428939033,0.9748,3
TRUE,0.4,0.2,1.8229409291,0.2648,2.9143032673,0.9888,6
TRUE,0.4,0.2,1.8223963195,0.1568,2.9890906942,0.9988,6
TRUE,0.4,0.2,1.8160597148,0.028,2.3395780101,0.2148,2
TRUE,0.4,0.2,1.8135554639,0.056,2.7138950137,0.7288,4
TRUE,0.4,0.2,1.8172019464,0.0664,2.8355513101,0.556,5
TRUE,0.4,0.2,1.8165487076,0.0624,2.7974493731,0.794,4
TRUE,0.4,0.2,1.8074504343,0.1792,2.5624090952,0.5756,3
TRUE,0.4,0.2,1.8114081038,0.0108,2.8919145946,0.9816,5
TRUE,0.4,0.2,1.8199284207,0.0252,2.6019425734,0.5008,3
TRUE,0.4,0.2,1.8162016594,0.0216,2.8791913835,0.8952,5
TRUE,0.4,0.2,1.8195123146,0.0508,2.8857464714,0.7356,5
TRUE,0.4,0.2,1.8216412212,0.1844,2.9352191943,0.9256,6
TRUE,0.4,0.2,1.8274248446,0.2268,3.0408939958,0.9028,6
TRUE,0.4,0.2,1.8121054859,0.0228,2.5929682999,0.916,3
TRUE,0.4,0.2,1.820966857,0.056,2.7301858384,0.682,4
TRUE,0.4,0.2,1.8203281617,0.0796,2.499159777,0.6996,3
TRUE,0.4,0.2,1.8194031976,0.0984,2.5199069025,0.4384,3
TRUE,0.4,0.2,1.8206786742,0.0916,2.5498429858,0.6868,3
TRUE,0.4,0.4,1.8194598829,0.116,2.7119344806,0.8924,4
TRUE,0.4,0.4,1.8150119135,0.0028,2.7189787003,0.9164,4
TRUE,0.4,0.4,1.8155301506,0.0096,2.8027496639,0.958,4
TRUE,0.4,0.4,1.8132271032,0.0668,2.5671487546,0.9548,3
TRUE,0.4,0.4,1.8168263951,0.0044,2.6402304043,0.9188,3
TRUE,0.4,0.4,1.8170392475,0.2296,2.8684378909,0.7192,5
TRUE,0.4,0.4,1.817938322,0.0144,2.7526376622,0.9756,4
TRUE,0.4,0.4,1.8252271545,0.0284,2.5485195359,0.8316,3
TRUE,0.4,0.4,1.8265775825,0.1016,2.7750647654,0.728,4
TRUE,0.4,0.4,1.8190007203,0.1684,2.8684151077,0.9064,6
TRUE,0.4,0.4,1.8153749139,0.0612,2.5864821515,0.9272,3
TRUE,0.4,0.4,1.8212864143,0.0372,2.5596357818,0.532,3
TRUE,0.4,0.4,1.8140200005,0.0068,2.8503845883,0.8756,6
TRUE,0.4,0.4,1.8143718801,0.0304,2.8782063212,0.5848,5
TRUE,0.4,0.4,1.8136196554,0.1112,2.5466371048,0.3884,3
TRUE,0.4,0.4,1.8248905703,0.0736,2.8452440713,0.9888,5
TRUE,0.4,0.4,1.8239188592,0.1132,2.5930912998,0.5984,3
TRUE,0.4,0.4,1.8172805851,0.1504,2.764390652,0.48,4
TRUE,0.4,0.4,1.8124898491,0.01,2.8438451362,0.8264,4
TRUE,0.4,0.4,1.8149241387,0.0708,2.7450209538,0.8144,4
TRUE,0.4,0.4,1.8227984054,0.1152,2.8677468225,0.54,5
TRUE,0.4,0.4,1.8104190899,0.014,2.6050220847,0.8036,3
TRUE,0.4,0.4,1.8249033609,0.034,2.7148210005,0.8464,4
TRUE,0.4,0.4,1.8243477202,0.0624,2.6051049043,0.7792,3
TRUE,0.4,0.4,1.8199052068,0.0656,2.6031525706,0.9508,3
TRUE,0.4,0.4,1.8219522522,0.252,3.0880395432,0.8764,7
TRUE,0.4,0.4,1.8196963646,0.204,2.5125646703,0.418,3
TRUE,0.4,0.4,1.819358126,0.0816,2.5585420063,0.6928,3
TRUE,0.4,0.4,1.8243642694,0.4404,2.8813797274,0.6888,5
TRUE,0.4,0.4,1.8186059538,0.0828,2.5644032709,0.3748,3
TRUE,0.4,0.4,1.8187766337,0.0032,2.6024906707,0.6212,3
TRUE,0.4,0.4,1.8211814062,0.0168,2.7970983394,0.8452,4
TRUE,0.4,0.4,1.8191571719,0.0748,2.5438839268,0.3732,3
TRUE,0.4,0.4,1.8104039588,0.0052,2.9668873141,0.794,5
TRUE,0.4,0.4,1.819488036,0.1364,2.5843655062,0.3396,3
TRUE,0.4,0.4,1.8147878406,0.0268,2.738054717,0.8176,4
TRUE,0.4,0.4,1.821593301,0.1996,2.5200405751,0.5624,3
TRUE,0.4,0.4,1.8208434239,0.1,2.5648391421,0.7108,3
TRUE,0.4,0.4,1.8224751192,0.042,2.8077378509,0.3328,4
TRUE,0.4,0.4,1.8209930077,0.168,2.965475298,0.9324,7
TRUE,0.4,0.4,1.8130763011,0.1364,3.1089360218,0.9504,6
TRUE,0.4,0.4,1.8140936588,0.0236,2.5953274795,0.302,3
TRUE,0.4,0.4,1.8214321123,0.2028,2.9403062778,0.948,5
TRUE,0.4,0.4,1.820221235,0.0484,2.5517197191,0.7088,3
TRUE,0.4,0.4,1.8221396406,0.1704,2.5327278088,0.8444,3
TRUE,0.4,0.4,1.8194366378,0.0008,2.8088690002,0.2924,4
TRUE,0.4,0.4,1.8095707776,0.0148,2.9749362966,0.842,6
TRUE,0.4,0.4,1.8193487254,0.0328,2.6098994628,0.7148,3
TRUE,0.4,0.4,1.8134503461,0.0524,3.1304364091,0.4124,8
TRUE,0.4,0.4,1.8201315527,0.1088,2.5889130936,0.2424,3
TRUE,0.4,0.4,1.8138151668,0.0388,2.9525336967,0.8724,5
TRUE,0.4,0.4,1.8263303296,0.018,2.6057737255,0.9388,3
TRUE,0.4,0.4,1.8258558873,0.1008,2.522041464,0.6612,3
TRUE,0.4,0.4,1.8156066159,0.0524,2.9471108986,0.3888,5
TRUE,0.4,0.4,1.8065890611,0.0176,2.7885553424,0.5412,4
TRUE,0.4,0.4,1.8128021105,0.0172,2.6050476187,0.7712,3
TRUE,0.4,0.4,1.8152725992,0.034,2.7146590425,0.4916,4
TRUE,0.4,0.4,1.8210615274,0.122,2.774585338,0.2472,4
TRUE,0.4,0.4,1.8241021836,0.0328,2.7170879635,0.6336,4
TRUE,0.4,0.4,1.8073875216,0.002,2.6313127977,0.5108,3
TRUE,0.4,0.4,1.8138384317,0.0224,2.7492535909,0.9632,4
TRUE,0.4,0.4,1.8215139598,0.0612,2.3195740993,0.2724,2
TRUE,0.4,0.4,1.8176259666,0.0472,2.892415892,0.902,5
TRUE,0.4,0.4,1.8194381157,0.0124,2.7614464731,0.9092,4
TRUE,0.4,0.4,1.813508497,0.1088,2.7479237855,0.5752,4
TRUE,0.4,0.4,1.8202091798,0.0584,2.7357168839,0.9628,4
TRUE,0.4,0.4,1.8199568123,0.1132,2.5459974248,0.3792,3
TRUE,0.4,0.4,1.8248216759,0.344,2.3159529716,0.5008,2
TRUE,0.4,0.4,1.8187135539,0.1956,2.3281364045,0.2808,2
TRUE,0.4,0.4,1.8158486039,0.0796,2.7561943607,0.7884,4
TRUE,0.4,0.4,1.8194988143,0.1372,2.5810604542,0.3856,3
TRUE,0.4,0.4,1.8221871086,0.096,2.7940486086,0.4452,4
TRUE,0.4,0.4,1.8217683141,0.202,3.2822558862,0.9312,8
TRUE,0.4,0.4,1.8137535309,0.076,2.6017373433,0.4612,3
TRUE,0.4,0.4,1.8201784074,0.2268,2.5207214127,0.3796,3
TRUE,0.4,0.4,1.811044214,0.0192,2.5555635882,0.6456,3
TRUE,0.4,0.4,1.8191979075,0.2548,3.2424711993,0.2504,8
TRUE,0.4,0.4,1.8173425433,0.1104,2.7353203971,0.5688,4
TRUE,0.4,0.4,1.8244107311,0.3944,2.9354749714,0.9444,6
TRUE,0.4,0.4,1.817858968,0.0372,2.6923470908,0.976,4
TRUE,0.4,0.4,1.8218142299,0.0756,2.7500110903,0.6784,4
TRUE,0.4,0.4,1.810745242,0.0172,2.7759696721,0.944,4
TRUE,0.4,0.4,1.8243676225,0.0004,2.6474867113,0.5788,3
TRUE,0.4,0.4,1.8144355923,0.0012,2.6157241072,0.9724,3
TRUE,0.4,0.4,1.8240535537,0.4904,3.2465405146,0.5892,7
TRUE,0.4,0.4,1.8266422185,0.2964,2.6848021765,0.9668,4
TRUE,0.4,0.4,1.8220379249,0.0612,2.6931669244,0.8592,4
TRUE,0.4,0.4,1.8181485235,0.0476,2.7464802271,0.71,4
TRUE,0.4,0.4,1.817840715,0.0896,2.6474080696,0.7844,4
TRUE,0.4,0.4,1.8258217553,0.1432,2.7627157315,0.5944,4
TRUE,0.4,0.4,1.8128617909,0.184,2.7427461241,0.56,4
TRUE,0.4,0.4,1.8174385303,0.1168,2.5865635707,0.81,3
TRUE,0.4,0.4,1.8218689284,0.498,2.6983696897,0.5684,4
TRUE,0.4,0.4,1.8216009351,0.2568,2.5133320732,0.6788,3
TRUE,0.4,0.4,1.8140282368,0.1032,2.5674871572,0.4528,3
TRUE,0.4,0.4,1.8181710619,0.0128,2.745279378,0.9884,4
TRUE,0.4,0.4,1.8140130388,0.0404,2.6152964847,0.8532,3
TRUE,0.4,0.4,1.8158542101,0.0092,2.73110256,0.6832,4
TRUE,0.4,0.4,1.8096710103,0.0164,2.8152168068,0.454,4
TRUE,0.4,0.4,1.8171236335,0.0448,2.5403291546,0.71,3
TRUE,0.4,0.6,1.8207720033,0.0144,2.8522499595,0.3252,4
TRUE,0.4,0.6,1.8182231685,0.002,2.7436316202,0.914,4
TRUE,0.4,0.6,1.8186976333,0.0132,2.7987415916,0.9956,4
TRUE,0.4,0.6,1.8265678793,0.1848,2.8187058667,0.9932,5
TRUE,0.4,0.6,1.8157036121,0.1176,2.7247056243,0.7132,4
TRUE,0.4,0.6,1.8205444331,0.122,2.5605246297,0.9072,3
TRUE,0.4,0.6,1.819095486,0.0272,2.5649346937,0.7048,3
TRUE,0.4,0.6,1.8153117587,0.1224,2.5294518548,0.3968,3
TRUE,0.4,0.6,1.8233967373,0.3424,2.5378814545,0.4696,3
TRUE,0.4,0.6,1.8190052763,0.1424,2.7229001225,0.08,4
TRUE,0.4,0.6,1.8189540203,0.146,2.8448098009,0.9388,5
TRUE,0.4,0.6,1.8152186402,0.0212,2.6194468007,0.7576,3
TRUE,0.4,0.6,1.8120676038,0.0568,2.5823877669,0.3344,3
TRUE,0.4,0.6,1.8210866153,0.0872,2.9359185989,0.5084,5
TRUE,0.4,0.6,1.8168679471,0.1864,2.7365615873,0.8008,4
TRUE,0.4,0.6,1.8162952621,0.12,2.5155890322,0.3896,3
TRUE,0.4,0.6,1.8195442699,0.0236,2.5819598282,0.956,3
TRUE,0.4,0.6,1.8167264386,0.2044,2.5457856214,0.602,3
TRUE,0.4,0.6,1.8169776542,0.0096,2.8196448854,0.5116,4
TRUE,0.4,0.6,1.8178779593,0.0536,2.5664771394,0.7572,3
TRUE,0.4,0.6,1.819210273,0.0296,2.578403714,0.8724,3
TRUE,0.4,0.6,1.8083793864,0.0292,2.5730503052,0.3256,3
TRUE,0.4,0.6,1.8260721049,0.0888,2.5565657257,0.7628,3
TRUE,0.4,0.6,1.8186772494,0.0128,3.0270317597,0.5332,7
TRUE,0.4,0.6,1.820294305,0.2384,2.5383274236,0.3188,3
TRUE,0.4,0.6,1.8226427596,0.136,2.7040050433,0.5184,4
TRUE,0.4,0.6,1.8195484749,0.026,2.6103065437,0.8224,3
TRUE,0.4,0.6,1.8097350986,0.0344,3.0444163346,0.8308,5
TRUE,0.4,0.6,1.8149839101,0.002,3.032056755,0.9992,7
TRUE,0.4,0.6,1.81977673,0.0036,2.7188714743,0.8544,4
TRUE,0.4,0.6,1.8158231146,0.0624,2.7539828302,0.394,4
TRUE,0.4,0.6,1.8140730664,0.2,2.7715257964,0.6436,4
TRUE,0.4,0.6,1.8173438215,0.018,2.60300498,0.5492,3
TRUE,0.4,0.6,1.8254102114,0.0032,2.597362426,0.484,3
TRUE,0.4,0.6,1.8193638599,0.0136,2.7634836465,0.61,4
TRUE,0.4,0.6,1.8163572752,0.0136,2.6058735133,0.6392,3
TRUE,0.4,0.6,1.8139829864,0.0252,2.7481970436,0.9804,4
TRUE,0.4,0.6,1.8199528711,0.0428,2.5786467763,0.8764,3
TRUE,0.4,0.6,1.8158643754,0.04,2.5826773703,0.7156,3
TRUE,0.4,0.6,1.8110723672,0.08,3.3607503391,0.5172,7
TRUE,0.4,0.6,1.8176821167,0.0068,2.6859213237,0.9996,4
TRUE,0.4,0.6,1.8093660246,0.0584,3.2274557428,0.9796,7
TRUE,0.4,0.6,1.8174601618,0.0976,2.581139529,0.9404,3
TRUE,0.4,0.6,1.813117584,0.032,2.5575509788,0.716,3
TRUE,0.4,0.6,1.8171772885,0.008,2.5647383425,0.648,3
TRUE,0.4,0.6,1.8115323783,0.1408,2.8812934551,0.9568,5
TRUE,0.4,0.6,1.8129867885,0.0332,2.9425963693,0.9592,5
TRUE,0.4,0.6,1.8179004207,0.0508,2.5499595942,0.6256,3
TRUE,0.4,0.6,1.8182114227,0.084,2.5728283588,0.616,3
TRUE,0.4,0.6,1.8270029458,0.0344,2.7938725208,0.8788,4
TRUE,0.4,0.6,1.8165479527,0.0332,2.7500745268,0.9584,4
TRUE,0.4,0.6,1.8176704964,0.0172,2.6059467878,0.4268,3
TRUE,0.4,0.6,1.8230917826,0.0496,2.5663691058,0.2008,3
TRUE,0.4,0.6,1.8109160174,0.0112,2.8520934643,0.9488,5
TRUE,0.4,0.6,1.815092136,0.172,2.9589113897,0.9984,6
TRUE,0.4,0.6,1.8123050928,0.004,2.8869068814,0.5072,4
TRUE,0.4,0.6,1.8227971158,0.1364,2.8873039484,0.8924,5
TRUE,0.4,0.6,1.8164341699,0.2024,2.854815233,0.8012,5
TRUE,0.4,0.6,1.8226503852,0.3948,2.5125592225,0.5588,3
TRUE,0.4,0.6,1.8188033921,0.002,2.7515881183,0.9268,4
TRUE,0.4,0.6,1.8166793147,0.0528,2.936885287,0.6536,5
TRUE,0.4,0.6,1.8219026694,0.1924,2.5480838443,0.3148,3
TRUE,0.4,0.6,1.8123974982,0.0488,2.6188360952,0.7452,3
TRUE,0.4,0.6,1.8144926613,0.0616,2.7412433998,0.5364,4
TRUE,0.4,0.6,1.8131119797,0.0228,2.6145686409,0.8588,3
TRUE,0.4,0.6,1.8129657667,0.1184,2.5708954016,0.7588,3
TRUE,0.4,0.6,1.807737468,0.044,2.9082155308,0.7372,5
TRUE,0.4,0.6,1.8248661976,0.2916,2.9314874352,0.7768,5
TRUE,0.4,0.6,1.8181066341,0.3876,2.5000601278,0.4088,3
TRUE,0.4,0.6,1.8252123145,0.03,2.719004388,0.6964,4
TRUE,0.4,0.6,1.8182553331,0.0244,2.8193470377,0.5868,4
TRUE,0.4,0.6,1.8165524514,0.0892,2.7965645936,0.0768,4
TRUE,0.4,0.6,1.818175661,0.036,2.5380661197,0.7776,3
TRUE,0.4,0.6,1.8201371403,0.0156,2.7318869135,0.988,4
TRUE,0.4,0.6,1.8165007824,0.0576,2.8473820605,0.9076,5
TRUE,0.4,0.6,1.8174857335,0.1068,2.6864697851,0.83,4
TRUE,0.4,0.6,1.8144531657,0.0032,2.6081431167,0.9312,3
TRUE,0.4,0.6,1.8185043955,0.0652,2.9643267245,0.9212,5
TRUE,0.4,0.6,1.8142622084,0.1492,3.129663902,0.5692,7
TRUE,0.4,0.6,1.8133300672,0.1036,2.9405896932,0.8648,5
TRUE,0.4,0.6,1.8193734467,0.1916,2.5395824817,0.2948,3
TRUE,0.4,0.6,1.8174021232,0.0132,2.8172960315,0.5212,4
TRUE,0.4,0.6,1.8153943691,0.0032,2.7786454506,0.422,4
TRUE,0.4,0.6,1.8156718332,0.0152,2.7952051153,0.812,4
TRUE,0.4,0.6,1.8116729501,0.0188,2.7694520554,0.6996,4
TRUE,0.4,0.6,1.8151665866,0.0864,2.798454564,0.436,4
TRUE,0.4,0.6,1.826695504,0.0192,2.7348954927,0.9136,4
TRUE,0.4,0.6,1.8231241645,0.1544,2.5659103208,0.742,3
TRUE,0.4,0.6,1.8157523675,0.0792,2.554088364,0.718,3
TRUE,0.4,0.6,1.814009927,0.0064,2.6006101294,0.5552,3
TRUE,0.4,0.6,1.818296487,0.1164,2.7650775368,0.826,4
TRUE,0.4,0.6,1.8201057762,0.0068,2.6249064202,0.9264,3
TRUE,0.4,0.6,1.815298071,0.0704,2.5450728163,0.4056,3
TRUE,0.4,0.6,1.8196438827,0.21,2.7418703622,0.2504,4
TRUE,0.4,0.6,1.8130490283,0.0204,2.7448655237,0.962,4
TRUE,0.4,0.6,1.8113852165,0.0092,2.9275467417,0.9112,5
TRUE,0.4,0.6,1.8203921256,0.2292,2.7136544596,0.9584,4
TRUE,0.4,0.6,1.815746804,0.0836,2.5390787613,0.754,3
TRUE,0.4,0.6,1.8192436834,0.0132,2.9280000914,0.93,5
TRUE,0.4,0.6,1.8197695464,0.394,2.5050753931,0.3444,3
TRUE,0.4,0.8,1.8262173772,0.2132,2.8068349951,0.7436,5
TRUE,0.4,0.8,1.8177546629,0.0052,2.8462151615,0.3396,4
TRUE,0.4,0.8,1.8198630817,0.042,2.6974545974,0.9388,4
TRUE,0.4,0.8,1.8153725944,0.0852,2.7273028713,0.5384,4
TRUE,0.4,0.8,1.8135680635,0.0044,2.651812807,0.2436,3
TRUE,0.4,0.8,1.8147679491,0.0988,2.5392179668,0.4524,3
TRUE,0.4,0.8,1.8144726894,0.16,2.9283635252,0.4408,5
TRUE,0.4,0.8,1.8183182232,0.1252,2.9879086197,0.8428,6
TRUE,0.4,0.8,1.8146095729,0.0472,2.6035018609,0.4156,3
TRUE,0.4,0.8,1.815250339,0.2896,2.6771535932,0.2968,4
TRUE,0.4,0.8,1.8127929684,0.0188,2.7722927908,0.726,4
TRUE,0.4,0.8,1.8140931474,0.1772,2.5344764131,0.116,3
TRUE,0.4,0.8,1.8108041391,0.0092,2.5950754277,0.7364,3
TRUE,0.4,0.8,1.8211112931,0.1532,2.5359394591,0.0772,3
TRUE,0.4,0.8,1.8186254454,0.0036,2.754322552,0.9288,5
TRUE,0.4,0.8,1.8206472006,0.0616,2.7247671038,0.9528,4
TRUE,0.4,0.8,1.8182761943,0.0752,2.5495722511,0.5348,3
TRUE,0.4,0.8,1.8145115681,0.0164,2.8848358579,0.9868,5
TRUE,0.4,0.8,1.8175298425,0.0596,2.5471074015,0.6928,3
TRUE,0.4,0.8,1.8156865196,0.0288,2.7760842267,0.7756,4
TRUE,0.4,0.8,1.8185235785,0.0496,2.6348783679,0.5412,3
TRUE,0.4,0.8,1.8101491245,0.004,2.8557616672,0.8296,4
TRUE,0.4,0.8,1.815668092,0.0492,2.7590184472,0.5352,4
TRUE,0.4,0.8,1.819687403,0.1648,2.5367253016,0.3648,3
TRUE,0.4,0.8,1.8150747263,0.184,2.5321198276,0.8348,3
TRUE,0.4,0.8,1.8192579579,0.0688,2.6304876413,0.642,3
TRUE,0.4,0.8,1.81642024,0.004,2.8141874814,0.9384,4
TRUE,0.4,0.8,1.8163192307,0.3168,2.541514695,0.1372,3
TRUE,0.4,0.8,1.8225705804,0.0932,2.5373289377,0.514,3
TRUE,0.4,0.8,1.8102722014,0.0004,2.7595536919,0.5856,4
TRUE,0.4,0.8,1.8238663391,0.152,2.7742177962,0.96,5
TRUE,0.4,0.8,1.817225438,0.098,2.7475201575,0.9344,4
TRUE,0.4,0.8,1.826353984,0.0792,2.7649359943,0.9952,4
TRUE,0.4,0.8,1.8194645664,0.0896,3.2899647015,0.7704,10
TRUE,0.4,0.8,1.8158270428,0.2344,2.5518309064,0.5788,3
TRUE,0.4,0.8,1.8098269354,0.046,2.564157421,0.4604,3
TRUE,0.4,0.8,1.8226251996,0.354,3.0253231501,0.7576,6
TRUE,0.4,0.8,1.8155093065,0.0432,2.8291694262,0.8772,5
TRUE,0.4,0.8,1.8224906999,0.1264,2.8221619571,0.99,5
TRUE,0.4,0.8,1.8195442005,0.174,2.9117526657,0.978,5
TRUE,0.4,0.8,1.8145375461,0.0092,2.7989753301,0.8656,4
TRUE,0.4,0.8,1.8193375865,0.2424,2.7050236993,0.9672,4
TRUE,0.4,0.8,1.8179163299,0.0356,2.7140823588,0.9224,4
TRUE,0.4,0.8,1.8199971938,0.0056,2.5569168945,0.1348,3
TRUE,0.4,0.8,1.8176997503,0.0776,2.8097692658,0.5328,4
TRUE,0.4,0.8,1.8252064743,0.026,2.6953339093,0.4836,4
TRUE,0.4,0.8,1.8153943766,0.0812,2.8216750374,0.326,4
TRUE,0.4,0.8,1.8147011817,0.1232,2.5999215187,0.1476,3
TRUE,0.4,0.8,1.8131675356,0.0504,2.706852442,0.5904,4
TRUE,0.4,0.8,1.8153186463,0.03,2.7619841203,0.4124,4
TRUE,0.4,0.8,1.8132763038,0.0016,2.5669375331,0.7704,3
TRUE,0.4,0.8,1.8151406588,0.0008,2.6219404088,0.7244,3
TRUE,0.4,0.8,1.8124442757,0.0492,2.5805633587,0.4536,3
TRUE,0.4,0.8,1.8232404151,0.1104,2.8210355765,0.9972,5
TRUE,0.4,0.8,1.8198970907,0.086,2.7675948131,0.8208,4
TRUE,0.4,0.8,1.8142975094,0.002,2.8097023346,0.956,4
TRUE,0.4,0.8,1.8145169706,0.0492,2.8453059307,0.9616,4
TRUE,0.4,0.8,1.8239885561,0.1592,2.4888174333,0.43,3
TRUE,0.4,0.8,1.8210769147,0.0624,2.7738961857,0.9444,4
TRUE,0.4,0.8,1.8133894017,0.0184,2.954342996,0.2484,5
TRUE,0.4,0.8,1.8181136177,0.0088,2.7858965265,0.766,4
TRUE,0.4,0.8,1.8161555911,0.006,2.640569319,0.218,3
TRUE,0.4,0.8,1.8220480571,0.0132,2.5812512851,0.6876,3
